V1,V2
"m,i,r,u,s,t,d","dims,iridium,midt,midti,miss,must,smuds,smut,smuttur,studium,studsmus,stum,tidsrum,tidsstudium,timid,udsmid,dumt,durum,durums,iridiums,mimr,mist,mudr,murs,musts,rims,rums,simr,smid,smidt,smit,smuts,smutturs,smurt,stim,studiums,stumt,sums,tidsrums,tidsstudiums,timidt,trim,udsmids,udsmidt"
"g,j,a,l,v,t,o","agat,gaga,gagat,galla,galt,gavl,gavltag,glat,gogo,jagt,jagtlov,logo,otolog,taglagt,tajga,talg,toga,togo,togt,vagt,valg,vlog,googl,lovgav,lagt,vogt,valgt"
"r,o,t,i,f,l,u","filur,firti,flirt,fluor,fluorit,fortil,riff,rift,rotor,tort,tortur,totur,trifli,trio,triol,trit,trut,tutor,tuttifrutti,ufri,utro,utur,filtr,flor,fort,forti,frit,frir,lort,lutr,tiltro,tiltror,tril,trilr,tror,tulr,ufrit,uror"
"i,t,b,f,o,l,r","bibliofili,bifil,bifili,bilfri,filt,fiol,firti,flirt,fobi,folio,forbi,forlibt,fortil,otti,ribbort,riff,rift,toti,trifli,trilobit,trio,triol,trit,bibliofil,bibliofilt,bifilt,bilfrit,fifl,filtr,forbitr,forlib,forti,frit,frir,lift,tilfil,tilt,tiltro,tiltror,tril,trilr"
"f,a,n,k,r,i,t","afart,afrika,fair,fakir,fannik,farfar,farin,firkant,firti,fnat,frank,infant,infarkt,kaftan,kraft,nafta,riff,rift,taft,tarif,trafik,trafikant,affat,afnak,antraf,fakta,fart,fint,finit,franar,fratrak,frit,frir,infinit,traf"
"t,a,i,c,o,f,n","aconto,action,annotation,atoni,citat,citation,cottoncoat,facit,fanfiction,fnat,foto,foton,incitation,infant,initiation,intonation,iota,nafta,nation,niti,nota,notat,notation,otti,taco,taft,tannin,tant,tattoo,toccata,toft,tonic,toti,affat,coat,fint,finit,font,infinit,tint,titan,totn"
"y,o,m,i,n,s,k","kinky,kynisk,kysk,nyis,nysyn,onyks,synk,synonymi,synonymik,synsk,yoyo,isys,knys,nyks,nysyns,skys,smyk,syns,synks,synonym,synonyms,synonymis,synonymiks,yins,ynks,yoyos"
"p,l,i,a,n,f,k","alpaka,alpin,flap,kappa,kinaflip,kippa,klip,klipklap,nappa,panik,panini,papa,papil,pikpak,pilaf,pilk,pink,plak,flip,klap,knap,knipl,plaf,plan,plank"
"r,f,m,o,a,j,l","alarm,amfora,amoral,amorf,aroma,farao,farfar,farm,farmor,fjor,fjorlam,flora,forfar,forfjor,forfra,formal,formor,from,jarl,larm,major,marmor,morf,morfar,mormor,moro,roma,fjolr,flor,forarm,form,fora,jamr,jolr,moral,omform,omram,oral,rafl,raml"
"l,a,d,u,r,t,y","aula,lady,lala,laud,lydt,rally,rural,talar,tralala,udlyd,udtalt,ultralyd,utal,utalt,uudtalt,adlyd,adlydt,dadl,dalr,ladt,lutr,ruralt,talt,tral,tryl,tulr,udlad,udlud,udrul,udtal"
"u,n,b,o,m,s,i","bonus,immun,minibus,minimum,monsun,nimbus,niobium,omnium,osmium,sinus,sisu,snus,union,unison,usus,bums,minimums,minus,monsuns,niobiums,omniums,osmiums,sisus,snub,sums,unions"
"c,h,n,k,e,i,a","akacie,cancan,chai,check,checkin,chik,chikane,hacke,kick,niche,niece,akacien,cancanen,chaien,chance,chancen,checken,checkene,chikke,chikanen,hack,kickene,nichen,niecen"
"t,l,v,i,a,m,u","imitativ,limit,litium,malt,malta,mammut,milt,mulat,mult,tallium,tamtam,tavl,tital,tumult,tutti,tuvalu,tvivl,ultimativ,ultimatum,utal,utalt,valuta,vita,vital,imitativt,lamt,lavt,talt,tamt,tamil,tillav,tiltal,tiltalt,tilt,tuml,ultimativt,valt,vitalt"
"k,v,l,g,e,u,d","elkedel,gulvklud,kede,kedel,kegle,kele,klud,kludedukke,klukke,klukle,kudu,kugle,kugleled,kukke,kukkuk,kuld,kulde,udelukke,ukulele,dukke,dukkede,gulvklude,kedede,kelede,klude,kluk,klukkede,kuede,kukkede,kule,kulede,kullede,lukke,lukkede,udeluk,udelukkede,ulke"
"f,i,n,d,s,u,o","diffus,diffusion,fidus,fission,fnis,fodsid,fonds,fund,fusion,info,infusion,nonfood,sifon,snif,sufi,ufin,diffusions,fifs,find,fissions,fods,fons,fond,funds,fusions,indfind,infos,infusions,nonfoods,sifons,snifs,sufis,udfind,ufos"
"f,r,o,s,k,a,m","afkom,amfora,amorf,farao,farfar,farm,farmor,fars,forfar,forfra,fork,formor,fosfor,from,morf,morfar,sofa,afkoms,afskaf,afskar,amforas,faraos,farfars,farms,farmors,foks,fors,forarm,forfars,forks,forkrom,form,forms,formors,formskar,forskaf,forsk,forskar,fora,foras,fosfors,morfs,morfars,omform,skaf,sofas"
"h,s,b,a,g,t,e","behag,behage,hase,hash,hashtag,hashtagge,hast,haste,hastesag,heat,hest,shag,shah,theta,behaget,behagets,behags,behages,hage,hages,haget,hases,hashs,hashtagget,hashtaggets,hashtags,hashtagges,hasts,hastet,hastes,hastesags,hats,hatte,hattes,heatet,heatets,heats,hests,heste,hestes,shags,shahs,thetaet,thetaets,thetas"
"d,s,n,i,v,m,o","dimission,dims,division,dominion,dosis,idiom,imod,individ,indvi,mismod,modvind,odds,sind,sodomi,svind,visdom,voodoo,dimissions,divisions,doms,dominions,domino,dominos,dovn,idioms,individs,indsiv,indvind,mind,mismods,mods,modn,modi,modis,modvinds,nids,sinds,smid,sods,sodomis,svid,svinds,vids,vidn,vind,vinds,visdoms,vods,voodoos"
"o,n,d,u,s,i,f","diffusion,dosis,fission,fodsid,fonds,fusion,info,infusion,nonfood,odds,sifon,sound,union,unison,diffusions,duos,fissions,fods,fons,fond,fusions,infos,infusions,ions,nonfoods,sifons,snos,sods,sounds,udson,ufos,unions"
"a,t,u,l,i,m,h","aula,haiti,halal,hall,halm,halma,halt,hamam,hamit,hiat,imam,lala,lilla,mail,mali,malm,malt,malta,mama,mammut,mulat,mullah,multihal,tallium,tamtam,tital,ultimatum,umami,utal,utalt,haml,lamt,lama,talt,tamt,tamil,thai,tiltal,tiltalt"
"i,o,r,f,d,p,t","ditto,drift,firti,fordi,fortid,fritid,idiot,idioti,opdrift,otti,portofri,prior,profit,ridt,riff,rift,ripoff,tipi,tiptop,topti,toti,trio,trip,trit,forti,frit,frir,pift,portofrit"
"i,f,n,k,a,m,g","afnakning,angina,anima,fannik,fiffig,gafning,gangning,imam,infam,infami,inka,kaki,kamik,kamin,kanin,kannik,kiming,kina,kinin,mafia,magi,magnifik,mani,mimik,mini,mink,nankin,nanking,afgik,amning,angik,maki,minima"
"p,t,a,i,k,n,r","anpart,antipati,apati,apparat,attrap,kappa,karnap,kippa,nappa,panik,panini,pant,papa,papir,paprika,parakit,parat,pari,paria,park,parka,part,parti,partiapparat,patina,patriark,patriarkat,pikant,pikpak,pink,pirat,praktik,praktikant,print,tapir,tipi,trip,kapr,knap,knapt,krap,krapt,pint,pirk,prak,prik,rapt,trap"
"h,e,v,n,k,o,d","enhed,hedde,heden,henne,henved,henvende,hook,hooked,hoved,hoven,hovne,hven,hvene,kohvede,enheden,hede,heddende,henvend,henvendende,hookene,hovene,hove,hovn,hovnende,hovnede,hende,hvede,hveden,hvenen,kohveden"
"f,k,n,a,m,s,i","afasi,fannik,fasan,fiks,fims,fisk,fnis,infam,infami,mafia,safian,sfinks,snif,afasis,afis,afnak,afskaf,afsmink,anskaf,fans,fanniks,fasans,fifs,finsk,finsks,fisks,infamis,mafias,safians,skaf,snifs"
"b,l,o,i,g,d,k","billig,billigbog,biolog,biologi,blid,blod,blodig,blog,blok,bodil,boglig,bolig,giblok,glib,godbid,koldblodig,libido,logbog,oblik,bild,blik,bobl,bold,book,dobl,kobl"
"d,t,o,k,v,a,r","advokat,akkord,avokado,dart,data,dato,doktor,dravat,drot,kvadrat,kvadratrod,radar,vodka,voodoo,advar,dada,drat,drak,kvad,vord"
"h,e,n,t,b,d,u","buhe,bundethed,enhed,hedde,heden,henne,hente,hund,hunhund,ubundethed,buhet,buhende,buhede,bundetheden,enheden,hede,hedt,heddet,heddende,hent,hentet,hentende,hentede,huen,hubben,hubbene,huden,huet,huende,huede,hunnen,hende,hunden,hundene,hunde,hunhunden,hunhundene,hunhunde,ubundetheden"
"a,t,u,j,d,r,n","adjudant,adjudantur,aura,dart,data,datja,januar,junta,nandu,natur,nauru,radar,rand,tand,tant,tara,tartan,tatar,tjat,tran,tuja,tundra,udad,uddata,unatur,uran,annua,dada,drat,jura,rart,randt,udart,uddan,udrandt"
"h,e,o,r,i,c,n","cornichon,henne,herhen,herhenne,heri,hero,heroin,herre,honorere,horn,niche,rhinen,chierne,chier,cornichonen,cornichonerne,cornichoner,heroen,heroerne,heroer,heroinen,herren,herrerne,herrer,hierne,hier,hine,honorer,honorerer,hore,horen,horerne,horer,hornene,nichen,nicherne,nicher,rhoerne,rhoer"
"a,p,o,d,f,t,l","affald,aflad,aftalt,alfa,atol,data,dato,fald,fatal,flad,flap,ftalat,lala,laot,laptop,opad,opal,papa,platfod,taft,tattoo,affat,afflad,aftal,aftap,dada,dadl,fadt,faldt,fatalt,fladt,ladt,load,opfat,oplad,opladt,optalt,padl,palatal,palatalt,plaf,plat,talt,total,totalt"
"c,u,m,r,s,i,e","cerise,cerium,curie,ecru,iscreme,mercerisere,musicere,reces,succes,ceriums,cesser,cessers,cisser,cissers,creme,cremes,cremer,cremers,crem,cruise,cruises,cruiser,curies,iscremes,iscremer,iscremers,merceriser,merceriserer,merceriseres,musicer,musicerer,musiceres,recesser,recessers,risici,risicis,succeser,succesers"
"b,t,o,l,s,u,d","blod,blodtud,blus,bolt,boost,boss,slub,stub,toldbod,ublu,udbud,blods,blodtuds,blot,blots,bobs,bobl,bods,bold,bolds,boldt,bolts,boosts,boot,buds,buls,budt,dobl,dubl,lobs,obos,slubs,stubs,toldbods,udbuds,udbul,udbudt"
"r,a,n,s,u,l,m","alarm,alrum,aura,larm,lasur,mars,marsala,nauru,rulam,rural,snar,snur,sura,uran,uranmalm,uranus,ussr,alarms,alrums,aras,arms,auras,larms,lasurs,lumr,lurs,marsalas,murs,nars,naurus,nulr,rals,rams,raml,rans,rasl,rulams,rums,ruml,runs,rurs,sars,slumr,surs,suras,surmul,urans,uranmalms"
"u,k,v,r,n,d,m","druk,durk,kruk,krum,kudu,kukkuk,kukur,kurv,mund,mundkurv,munk,nuuk,rund,rundmund,urdu,urund,drukn,dundr,dunk,durum,knur,mudr,udmund,undr"
"n,l,t,d,u,a,o","altan,alun,anal,annal,anno,antal,atonal,donna,dont,donut,duatlon,land,lolland,london,lund,nandu,nolo,nota,notat,talon,tand,tant,tantal,tonal,udland,uland,undulat,analt,annua,atonalt,lunt,ondt,tonalt,totn,uddan,udton,undt,undlad,undladt,undlod"
"o,a,m,b,k,d,r","akkord,amok,armod,aroma,boom,brom,bror,kakao,kobra,koma,komma,kork,krambod,krom,madmor,madro,makro,mambo,marmor,marokko,mokka,morbror,mord,mormor,moro,okra,ombord,rokoko,roma,barok,board,bomb,book,bord,brod,brok,kror,morak,ombook,ombar,omkod,omkom,omram"
"v,b,o,a,g,t,r","avra,bagvagt,brav,bravo,brovagt,grav,grov,tarv,torv,trav,vagt,varv,vovvov,vrag,bravt,brovt,garv,vart,vatr,vort,vogt,vota"
"j,a,e,y,n,k,d","dynejakke,jade,jakke,jenka,jyde,kajak,kaje,najade,naje,neje,dejen,dejene,deje,dynejakken,ejende,ejede,jaden,jakken,jenkaen,jyden,kajen,kajakken,najaden,najende,najede,nejende,nejede"
"f,m,i,e,o,n,h","effen,feminin,fenne,finne,fonem,homofoni,info,efne,feen,feminine,fennen,fiffene,fimene,fine,finnen,fonen,homofon,homofonen,homofone,homofonien,infoen"
"p,v,n,l,e,o,g","genopleve,gople,loop,loope,opleve,peele,pege,penge,penneven,peppe,plov,polen,pollen,polo,pope,popo,poppe,poppel,epoen,genoplev,goplen,loopene,loppe,loppen,noppe,noppen,oplev,oppe,peel,pegene,pennen,pennene,penne,pengene,pennevennen,ploven,plovene,plove,pogen,pogene,poge,pollenene,poloen,pool,poolen,poolene,poppen,popen,popoen,poplen"
"u,p,s,i,m,d,o","modus,opium,opossum,opus,osmium,podium,pump,sisu,smuds,spidsmus,sump,udsmid,usus,dump,dumps,duos,dups,opiums,opossums,osmiums,podiums,puds,pumps,sisus,sums,sumps,udpos,udpump,udsmids"
"l,w,c,o,a,s,e","aloe,alsace,celle,cello,cola,coleslaw,cool,lala,lalle,laos,lasso,lassoe,lease,loco,losse,oslo,salsa,sele,solcelle,sole,alle,ales,aloes,alsaces,celles,cellos,colas,coleslaws,coole,elle,elles,lals,lalles,lassos,lassoes,leas,leases,losses,oslos,sals,sale,sales,salsas,seles,sols,soles,solcelles,solo,solos"
"i,t,a,e,p,v,d","adaptiv,apati,appetit,datid,dativ,david,diva,epitet,idet,petit,pietet,pipette,pippe,tipi,tippe,titte,vidde,vidt,vita,adaptive,adaptivt,additiv,additivet,additive,additivt,diet,diede,epitetet,petita,piet,pippet,pippede,tiet,tiede,tippet,tippede,tittet,tittede,viet,viede,viddet,vide,videt,videde,vippet,vippe,vippede"
"r,m,j,f,o,b,u","boform,brom,bror,brum,fjor,forfjor,formor,forum,from,jomfru,jomfrubur,jour,morbror,morf,mormor,moro,fjumr,form,formum,omform,uror"
"n,o,t,a,b,d,p","adoptant,anno,banan,bandana,bonbon,danbo,donna,dont,nabo,nappa,nota,notat,optant,panda,pant,papand,pond,ponton,tand,tant,band,bandt,ondt,opbandt,pand,totn"
"m,p,y,k,e,r,d","dermed,emde,emme,kremere,krympe,meme,mere,myrde,ydermere,ymer,emder,emmer,emmede,kremer,kremerer,kremerede,krymp,krymper,krympede,mede,meder,medede,memer,myer,myrer,myrd,myrder,myrdede,myre,myrede,perm,permer,remme"
"b,d,v,e,u,a,g","abbed,bade,badge,bagage,bage,bagud,bagude,bagved,baud,bebe,bebude,bededag,begave,begge,dubbe,gabe,gubbe,udbede,udbud,abede,badede,bagede,bebud,bebudede,bede,bedagede,bededage,beduggede,begav,begavede,bude,buede,buge,dubbede,ebbe,ebbede,gabede,ubegavede,udbed,udbad"
"p,u,t,i,a,m,l","ampul,apati,impala,multiplum,pampa,papa,papil,pilt,pullimut,pulp,pult,puma,pump,pupil,tamp,tipi,multipla,palatal,palatalt,pimp,plat,plump,plumpt,putti"
"y,o,i,l,a,t,s","asyl,illoyal,issyl,loyal,loyalist,lyslilla,lyst,stylist,tyst,yoyo,asyls,illoyalt,issyls,isys,loyalt,loyalists,lysts,sollys,sollyst,stylists,stylt,syls,sylt,sysl,tyls,yoyos"
"t,k,b,o,a,l,g","agat,atol,attak,bagkatalog,batat,bolt,gagat,galt,glat,kalot,katalog,klat,kobolt,laktat,laot,lotto,oblat,otolog,taglagt,talg,talk,tattoo,tobak,toga,togo,togt,tolk,bagt,bagklogt,bagtal,bagtalt,blot,blotlagt,boot,gabt,globalt,klogt,kogt,lokalt,lagt,tabt,takl,takt,talt,total,totalt"
